,root,triad,bass,fingering
881,A,maj9,none,"[(-1, -1), (5, 3), (4, 1), (6, 4), (4, 1), (5, 2)]"
882,A,maj9,none,"[(0, 0), (0, 3), (1, 4), (11, 1), (0, 2), (-1, -1)]"
883,A,maj9,none,"[(4, 4), (2, 1), (4, 3), (2, 1), (0, 0), (-1, -1)]"
884,A,sus2,none,"[(0, 0), (0, 0), (2, 3), (2, 2), (0, 0), (-1, -1)]"
885,A,sus2,none,"[(0, 0), (0, 0), (4, 4), (2, 1), (0, 0), (0, 0)]"
886,A,sus2,none,"[(7, 1), (10, 4), (9, 3), (7, 1), (0, 0), (-1, -1)]"
887,A,sus2,none,"[(-1, -1), (0, 0), (2, 3), (2, 2), (0, 0), (-1, -1)]"
888,A,7(b13),none,"[(1, 1), (2, 3), (0, 0), (2, 2), (0, 0), (-1, -1)]"
889,A,m11,none,"[(-1, -1), (3, 1), (5, 4), (5, 3), (-1, -1), (5, 2)]"
890,A,m11,none,"[(3, 1), (0, 0), (5, 3), (0, 0), (0, 0), (-1, -1)]"
891,A,m11,none,"[(0, 0), (0, 0), (0, 0), (0, 0), (7, 3), (5, 1)]"
892,A,m11,none,"[(-1, -1), (3, 1), (5, 3), (5, 2), (0, 0), (-1, -1)]"
893,A,m11,none,"[(5, 4), (3, 1), (4, 2), (5, 3), (0, 0), (-1, -1)]"
894,A,m11,none,"[(0, 0), (3, 1), (5, 4), (5, 3), (-1, -1), (5, 2)]"
895,A,m11,none,"[(3, 1), (3, 1), (5, 2), (7, 4), (0, 0), (-1, -1)]"
896,A,m11,none,"[(3, 1), (0, 0), (5, 4), (5, 3), (0, 0), (-1, -1)]"
897,A,m11,none,"[(0, 0), (3, 1), (5, 2), (7, 4), (0, 0), (-1, -1)]"
898,A,add9,none,"[(0, 0), (0, 0), (6, 1), (7, 2), (0, 0), (-1, -1)]"
899,A,add9,none,"[(0, 0), (2, 2), (4, 4), (2, 1), (0, 0), (-1, -1)]"
900,A,add9,none,"[(0, 0), (0, 0), (6, 2), (7, 4), (7, 3), (5, 1)]"
901,A,add9,none,"[(7, 4), (5, 1), (6, 2), (7, 3), (-1, -1), (-1, -1)]"
902,A,add9,none,"[(0, 0), (0, 0), (6, 2), (7, 4), (7, 3), (0, 0)]"
903,A,add9,none,"[(0, 0), (0, 0), (6, 1), (7, 3), (7, 2), (-1, -1)]"
904,A,m7b5,none,"[(-1, -1), (4, 1), (5, 4), (5, 3), (-1, -1), (5, 2)]"
905,A,m,none,"[(0, 0), (1, 1), (2, 3), (2, 2), (0, 0), (-1, -1)]"
906,A,m,none,"[(5, 1), (5, 1), (5, 1), (7, 4), (7, 3), (5, 1)]"
907,A,m,none,"[(8, 2), (10, 4), (9, 3), (7, 1), (0, 0), (-1, -1)]"
908,A,m,none,"[(5, 1), (5, 1), (5, 1), (7, 3), (0, 0), (-1, -1)]"
909,A,m,none,"[(0, 0), (1, 1), (2, 3), (2, 2), (3, 4), (-1, -1)]"
910,A,m,none,"[(5, 1), (5, 1), (5, 1), (7, 3), (-1, -1), (-1, -1)]"
911,A,m,none,"[(0, 0), (5, 1), (5, 2), (-1, -1), (-1, -1), (-1, -1)]"
912,A,m,none,"[(5, 1), (5, 1), (5, 1), (7, 4), (7, 3), (-1, -1)]"
913,A,m,none,"[(-1, -1), (-1, -1), (5, 1), (7, 3), (-1, -1), (-1, -1)]"
914,A,m,none,"[(5, 1), (5, 1), (5, 1), (-1, -1), (-1, -1), (-1, -1)]"
915,A,m,none,"[(0, 0), (1, 1), (2, 2), (-1, -1), (0, 0), (-1, -1)]"
916,A,m,none,"[(5, 1), (5, 1), (5, 1), (-1, -1), (0, 0), (-1, -1)]"
917,A,m,none,"[(8, 2), (-1, -1), (9, 3), (7, 1), (0, 0), (-1, -1)]"
918,A,m,none,"[(8, 3), (-1, -1), (9, 4), (7, 1), (-1, -1), (8, 2)]"
919,A,m,none,"[(-1, -1), (10, 4), (9, 2), (10, 3), (0, 0), (-1, -1)]"
920,A,m,none,"[(8, 1), (10, 3), (9, 2), (-1, -1), (-1, -1), (0, 0)]"
921,A,m,none,"[(-1, -1), (5, 1), (5, 1), (7, 3), (-1, -1), (5, 1)]"
922,A,m,none,"[(-1, -1), (5, 4), (5, 4), (2, 1), (0, 0), (-1, -1)]"
923,A,m,none,"[(0, 0), (1, 1), (2, 2), (-1, -1), (-1, -1), (-1, -1)]"
924,A,m,none,"[(-1, -1), (-1, -1), (9, 1), (10, 2), (0, 4), (-1, -1)]"
925,A,7b5,none,"[(-1, -1), (2, 2), (0, 0), (1, 1), (0, 0), (-1, -1)]"
926,A,7b5,none,"[(5, 3), (4, 1), (6, 4), (5, 2), (0, 0), (-1, -1)]"
927,A,7b5,none,"[(9, 4), (8, 3), (8, 2), (7, 1), (0, 0), (-1, -1)]"
928,A,9(#11),none,"[(-1, -1), (4, 1), (4, 1), (5, 3), (-1, -1), (5, 2)]"
929,A,m7,none,"[(0, 0), (1, 1), (0, 0), (2, 2), (0, 0), (-1, -1)]"
930,A,m7,none,"[(5, 1), (8, 4), (5, 1), (5, 1), (7, 3), (5, 1)]"
931,A,m7,none,"[(8, 3), (8, 2), (9, 4), (7, 1), (0, 0), (-1, -1)]"
932,A,m7,none,"[(5, 1), (5, 1), (5, 1), (5, 1), (7, 3), (5, 1)]"
933,A,m7,none,"[(3, 4), (1, 1), (2, 3), (2, 2), (0, 0), (-1, -1)]"
934,A,m7,none,"[(-1, -1), (-1, -1), (5, 3), (5, 3), (-1, -1), (5, 2)]"
935,A,m7,none,"[(-1, -1), (5, 3), (5, 3), (5, 3), (-1, -1), (5, 2)]"
936,A,m7,none,"[(3, 4), (1, 1), (0, 0), (2, 2), (0, 0), (-1, -1)]"
937,A,m7,none,"[(-1, -1), (1, 4), (0, 3), (10, 1), (0, 2), (-1, -1)]"
938,A,m7,none,"[(-1, -1), (-1, -1), (0, 3), (10, 1), (0, 2), (-1, -1)]"
939,A,m7,none,"[(-1, -1), (1, 1), (0, 0), (-1, -1), (0, 0), (-1, -1)]"
940,A,m7,none,"[(-1, -1), (1, 1), (0, 0), (2, 2), (0, 0), (-1, -1)]"
941,A,m7,none,"[(5, 1), (5, 1), (5, 1), (5, 1), (0, 0), (-1, -1)]"
942,A,m7,none,"[(3, 4), (1, 2), (-1, -1), (-1, -1), (0, 1), (-1, -1)]"
943,A,m7,none,"[(0, 0), (1, 1), (0, 0), (2, 2), (-1, -1), (3, 3)]"
944,A,m7,none,"[(-1, -1), (-1, -1), (5, 3), (5, 3), (0, 0), (-1, -1)]"
945,A,m7,none,"[(-1, -1), (8, 2), (9, 3), (7, 1), (-1, -1), (8, 2)]"
946,A,m7,none,"[(5, 3), (5, 3), (5, 3), (5, 3), (3, 1), (-1, -1)]"
947,A,m7,none,"[(3, 4), (1, 1), (2, 3), (2, 2), (-1, -1), (-1, -1)]"
948,A,m7,none,"[(0, 0), (1, 1), (2, 3), (2, 2), (-1, -1), (3, 4)]"
949,A,dim,none,"[(-1, -1), (1, 3), (2, 2), (1, 1), (0, 0), (-1, -1)]"
950,A,dim,none,"[(5, 2), (4, 1), (5, 3), (7, 4), (0, 0), (-1, -1)]"
951,A,dim,none,"[(8, 3), (10, 4), (8, 2), (7, 1), (0, 0), (-1, -1)]"
952,A,dim,none,"[(-1, -1), (-1, -1), (2, 3), (1, 1), (0, 0), (-1, -1)]"
953,A,6,none,"[(2, 1), (2, 1), (2, 1), (2, 1), (0, 0), (-1, -1)]"
954,A,6,none,"[(5, 1), (7, 4), (6, 2), (7, 3), (-1, -1), (5, 1)]"
955,A,6,none,"[(0, 0), (10, 1), (11, 3), (11, 2), (0, 0), (-1, -1)]"
956,A,6,none,"[(0, 0), (2, 2), (2, 1), (4, 4), (0, 0), (-1, -1)]"
957,A,6,none,"[(2, 1), (2, 1), (2, 1), (2, 1), (-1, -1), (-1, -1)]"
958,A,6,none,"[(0, 0), (10, 3), (9, 2), (-1, -1), (9, 1), (-1, -1)]"
959,A,6,none,"[(-1, -1), (5, 3), (6, 4), (4, 1), (-1, -1), (5, 2)]"
960,A,6,none,"[(-1, -1), (-1, -1), (-1, -1), (4, 3), (0, 0), (-1, -1)]"
961,A,6,none,"[(0, 0), (7, 4), (6, 2), (7, 3), (-1, -1), (-1, -1)]"
962,A,6,none,"[(2, 1), (2, 1), (2, 1), (-1, -1), (-1, -1), (-1, -1)]"
963,A,6,none,"[(5, 1), (7, 4), (6, 2), (7, 3), (-1, -1), (-1, -1)]"
964,A,6,none,"[(5, 1), (7, 4), (6, 2), (-1, -1), (0, 0), (-1, -1)]"
965,A,6,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (9, 4), (5, 1)]"
966,A,6,none,"[(2, 1), (2, 1), (2, 1), (2, 1), (0, 0), (0, 0)]"
967,A,6,none,"[(5, 1), (7, 4), (6, 2), (-1, -1), (-1, -1), (-1, -1)]"
968,A,7sus4,none,"[(0, 0), (3, 3), (0, 0), (2, 1), (0, 0), (-1, -1)]"
969,A,7sus4,none,"[(5, 1), (5, 1), (7, 4), (5, 1), (7, 3), (5, 1)]"
970,A,7sus4,none,"[(10, 4), (8, 2), (7, 1), (7, 1), (0, 0), (-1, -1)]"
971,A,maj7,none,"[(0, 0), (2, 3), (1, 1), (2, 2), (0, 0), (-1, -1)]"
972,A,maj7,none,"[(4, 1), (5, 2), (6, 3), (7, 4), (0, 0), (-1, -1)]"
973,A,maj7,none,"[(9, 1), (9, 1), (9, 1), (11, 3), (0, 4), (-1, -1)]"
974,A,maj7,none,"[(-1, -1), (5, 2), (6, 4), (6, 3), (-1, -1), (5, 1)]"
975,A,maj7,none,"[(0, 0), (10, 2), (9, 1), (11, 4), (11, 3), (-1, -1)]"
976,A,maj7,none,"[(4, 3), (2, 1), (2, 1), (-1, -1), (-1, -1), (-1, -1)]"
977,A,5,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (7, 3), (5, 1)]"
978,A,5,none,"[(-1, -1), (-1, -1), (-1, -1), (7, 1), (7, 1), (-1, -1)]"
979,A,5,none,"[(-1, -1), (-1, -1), (2, 1), (2, 1), (0, 0), (-1, -1)]"
980,A,5,none,"[(-1, -1), (-1, -1), (-1, -1), (2, 1), (0, 0), (-1, -1)]"
981,A,5,none,"[(-1, -1), (5, 4), (2, 1), (2, 1), (0, 0), (-1, -1)]"
982,A,5,none,"[(-1, -1), (-1, -1), (2, 1), (2, 1), (-1, -1), (5, 4)]"
983,A,5,none,"[(-1, -1), (-1, -1), (-1, -1), (2, 3), (0, 1), (-1, -1)]"
984,A,5,none,"[(-1, -1), (-1, -1), (-1, -1), (7, 4), (7, 3), (5, 1)]"
985,A,5,none,"[(-1, -1), (10, 4), (9, 3), (7, 1), (0, 0), (-1, -1)]"
986,A,5,none,"[(-1, -1), (-1, -1), (9, 3), (7, 1), (-1, -1), (-1, -1)]"
987,A,5,none,"[(-1, -1), (-1, -1), (2, 4), (2, 3), (0, 1), (-1, -1)]"
988,A,5,none,"[(-1, -1), (10, 4), (9, 3), (7, 1), (-1, -1), (-1, -1)]"
989,A,5,none,"[(5, 4), (5, 4), (2, 1), (2, 1), (0, 0), (-1, -1)]"
990,A,5,none,"[(-1, -1), (5, 4), (2, 1), (-1, -1), (-1, -1), (-1, -1)]"
991,A,7(#11),none,"[(-1, -1), (4, 1), (6, 4), (5, 3), (-1, -1), (5, 2)]"
992,A,m6,none,"[(2, 4), (1, 1), (2, 3), (2, 2), (0, 0), (-1, -1)]"
993,A,m6,none,"[(5, 1), (7, 4), (5, 1), (7, 3), (-1, -1), (5, 1)]"
994,A,m6,none,"[(0, 0), (10, 2), (11, 3), (10, 1), (0, 0), (-1, -1)]"
995,A,m6,none,"[(5, 3), (5, 3), (5, 3), (4, 1), (-1, -1), (5, 2)]"
996,A,7(b9),none,"[(-1, -1), (-1, -1), (3, 1), (5, 4), (4, 2), (5, 3)]"
997,A,7(b9),none,"[(6, 3), (5, 1), (6, 2), (5, 1), (-1, -1), (5, 1)]"
998,A,7(b9),none,"[(-1, -1), (11, 2), (0, 3), (11, 1), (0, 0), (-1, -1)]"
999,A,m9,none,"[(3, 3), (1, 1), (4, 4), (2, 2), (0, 0), (-1, -1)]"
1000,A,m9,none,"[(7, 3), (5, 1), (5, 1), (5, 1), (0, 0), (-1, -1)]"
1001,A,m9,none,"[(0, 0), (0, 4), (0, 3), (10, 1), (0, 2), (-1, -1)]"
1002,A,m9,none,"[(7, 3), (8, 4), (5, 1), (7, 2), (-1, -1), (-1, -1)]"
1003,A,m9,none,"[(-1, -1), (0, 4), (0, 3), (10, 1), (0, 2), (-1, -1)]"
1004,A,m9,none,"[(0, 0), (0, 0), (5, 4), (5, 3), (0, 0), (-1, -1)]"
1005,A,m9,none,"[(0, 0), (0, 0), (0, 0), (2, 2), (0, 0), (-1, -1)]"
1006,A,m9,none,"[(-1, -1), (0, 0), (0, 0), (2, 1), (3, 2), (5, 4)]"
1007,A,m9,none,"[(7, 3), (8, 4), (5, 1), (5, 1), (0, 0), (-1, -1)]"
1008,A,m9,none,"[(7, 4), (5, 1), (5, 1), (5, 1), (7, 3), (5, 1)]"
1009,A,13(b9),none,"[(6, 3), (7, 4), (6, 2), (5, 1), (-1, -1), (-1, -1)]"
1010,A,sus4,none,"[(0, 0), (3, 2), (2, 1), (2, 1), (0, 0), (-1, -1)]"
1011,A,sus4,none,"[(5, 1), (5, 1), (7, 4), (7, 3), (0, 0), (-1, -1)]"
1012,A,sus4,none,"[(10, 4), (10, 3), (9, 2), (7, 1), (0, 0), (-1, -1)]"
1013,A,sus4,none,"[(-1, -1), (3, 2), (2, 1), (2, 1), (0, 0), (-1, -1)]"
1014,A,6/9,none,"[(0, 0), (0, 0), (2, 1), (4, 3), (0, 0), (-1, -1)]"
1015,A,6/9,none,"[(5, 4), (5, 3), (4, 1), (4, 1), (0, 0), (-1, -1)]"
1016,A,6/9,none,"[(7, 4), (7, 3), (6, 1), (7, 2), (0, 0), (-1, -1)]"
1017,B,13,none,"[(4, 4), (2, 3), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1018,B,13,none,"[(4, 1), (4, 1), (6, 2), (7, 3), (-1, -1), (7, 4)]"
1019,B,13,none,"[(9, 4), (9, 3), (8, 2), (7, 1), (-1, -1), (7, 1)]"
1020,B,13,none,"[(7, 1), (9, 4), (8, 2), (7, 1), (9, 3), (7, 1)]"
1021,B,13,none,"[(-1, -1), (9, 4), (8, 3), (7, 2), (-1, -1), (7, 1)]"
1022,B,13,none,"[(-1, -1), (7, 4), (6, 2), (7, 3), (6, 1), (-1, -1)]"
1023,B,13,none,"[(7, 1), (9, 3), (8, 2), (7, 1), (-1, -1), (-1, -1)]"
1024,B,13,none,"[(7, 1), (7, 1), (8, 2), (7, 1), (11, 4), (7, 1)]"
1025,B,7(#9),none,"[(-1, -1), (2, 4), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1026,B,7(#9),none,"[(-1, -1), (7, 3), (6, 3), (7, 3), (6, 1), (7, 2)]"
1027,B,7(#9),none,"[(9, 4), (7, 1), (8, 2), (7, 1), (9, 3), (7, 1)]"
1028,B,7(#9),none,"[(-1, -1), (2, 3), (2, 2), (-1, -1), (2, 1), (-1, -1)]"
1029,B,9,none,"[(-1, -1), (2, 4), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1030,B,9,none,"[(-1, -1), (7, 4), (6, 2), (7, 3), (6, 1), (-1, -1)]"
1031,B,9,none,"[(7, 4), (7, 3), (6, 1), (7, 2), (-1, -1), (-1, -1)]"
1032,B,9b5,none,"[(1, 1), (2, 4), (2, 3), (1, 1), (2, 2), (1, 1)]"
1033,B,9b5,none,"[(7, 4), (6, 1), (6, 1), (7, 3), (6, 1), (7, 2)]"
1034,B,9b5,none,"[(9, 1), (10, 3), (10, 2), (9, 1), (-1, -1), (-1, -1)]"
1035,B,maj13,none,"[(6, 1), (7, 2), (6, 1), (6, 1), (6, 1), (-1, -1)]"
1036,B,maj13,none,"[(4, 4), (2, 1), (3, 2), (4, 3), (2, 1), (2, 1)]"
1037,B,7,none,"[(2, 4), (0, 0), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1038,B,7,none,"[(2, 1), (4, 4), (2, 1), (4, 3), (2, 1), (-1, -1)]"
1039,B,7,none,"[(7, 1), (10, 4), (8, 2), (7, 1), (9, 3), (7, 1)]"
1040,B,7,none,"[(5, 4), (4, 3), (4, 3), (4, 3), (2, 1), (-1, -1)]"
1041,B,7,none,"[(7, 1), (7, 1), (8, 2), (7, 1), (9, 3), (7, 1)]"
1042,B,7,none,"[(-1, -1), (-1, -1), (2, 2), (1, 1), (2, 2), (-1, -1)]"
1043,B,7,none,"[(2, 4), (0, 0), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1044,B,7,none,"[(-1, -1), (0, 1), (2, 4), (1, 2), (2, 3), (-1, -1)]"
1045,B,7,none,"[(5, 3), (4, 1), (4, 1), (4, 1), (-1, -1), (-1, -1)]"
1046,B,7,none,"[(-1, -1), (7, 3), (8, 4), (7, 2), (-1, -1), (7, 1)]"
1047,B,7,none,"[(7, 1), (7, 1), (8, 2), (7, 1), (0, 0), (-1, -1)]"
1048,B,7,none,"[(-1, -1), (0, 0), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1049,B,7,none,"[(2, 4), (0, 0), (2, 3), (1, 1), (0, 0), (2, 2)]"
1050,B,7,none,"[(-1, -1), (-1, -1), (2, 3), (1, 1), (-1, -1), (2, 2)]"
1051,B,7,none,"[(2, 4), (-1, -1), (2, 3), (1, 1), (2, 2), (-1, -1)]"
1052,B,7,none,"[(2, 4), (0, 0), (2, 3), (1, 1), (-1, -1), (2, 2)]"
1053,B,7,none,"[(5, 3), (4, 1), (4, 1), (4, 1), (0, 0), (-1, -1)]"
1054,B,7,none,"[(-1, -1), (-1, -1), (8, 3), (7, 2), (-1, -1), (7, 1)]"
1055,B,dim7,none,"[(-1, -1), (-1, -1), (4, 3), (3, 1), (5, 4), (4, 2)]"
1056,B,dim7,none,"[(-1, -1), (6, 4), (4, 1), (6, 3), (5, 2), (-1, -1)]"
1057,B,dim7,none,"[(10, 4), (9, 2), (10, 3), (9, 1), (-1, -1), (-1, -1)]"
1058,B,dim7,none,"[(-1, -1), (3, 4), (1, 1), (3, 3), (2, 2), (-1, -1)]"
1059,B,dim7,none,"[(7, 3), (6, 1), (7, 2), (6, 1), (-1, -1), (-1, -1)]"
1060,B,dim7,none,"[(-1, -1), (6, 1), (7, 3), (6, 1), (-1, -1), (7, 2)]"
1061,B,dim7,none,"[(1, 4), (0, 0), (1, 3), (0, 0), (-1, -1), (-1, -1)]"
1062,B,aug,none,"[(-1, -1), (0, 0), (11, 0), (1, 2), (2, 3), (-1, -1)]"
1063,B,aug,none,"[(-1, -1), (-1, -1), (11, 0), (1, 2), (2, 3), (2, 4)]"
1064,B,aug,none,"[(11, 1), (0, 3), (11, 2), (1, 4), (-1, -1), (-1, -1)]"
1065,B,maj,none,"[(-1, -1), (4, 3), (4, 3), (4, 3), (2, 1), (-1, -1)]"
1066,B,maj,none,"[(7, 1), (7, 1), (8, 2), (9, 4), (9, 3), (7, 1)]"
1067,B,maj,none,"[(11, 3), (0, 4), (11, 2), (9, 1), (-1, -1), (-1, -1)]"
1068,B,13(#11),none,"[(4, 1), (4, 1), (6, 2), (7, 4), (-1, -1), (7, 3)]"
1069,B,11,none,"[(2, 1), (2, 1), (2, 1), (2, 1), (2, 1), (-1, -1)]"
1070,B,11,none,"[(5, 1), (5, 1), (6, 2), (7, 4), (-1, -1), (7, 3)]"
1071,B,11,none,"[(9, 1), (10, 2), (9, 1), (9, 1), (-1, -1), (-1, -1)]"
1072,B,maj9,none,"[(-1, -1), (2, 3), (3, 4), (1, 1), (2, 2), (-1, -1)]"
1073,B,maj9,none,"[(-1, -1), (-1, -1), (6, 1), (8, 4), (6, 1), (7, 2)]"
1074,B,maj9,none,"[(6, 1), (7, 2), (6, 1), (9, 4), (-1, -1), (-1, -1)]"
1075,B,m11,none,"[(-1, -1), (5, 1), (7, 4), (7, 3), (-1, -1), (7, 2)]"
1076,B,m11,none,"[(0, 0), (2, 4), (2, 3), (0, 0), (2, 2), (-1, -1)]"
1077,B,m11,none,"[(-1, -1), (3, 1), (6, 3), (7, 4), (-1, -1), (-1, -1)]"
1078,B,m11,none,"[(0, 0), (3, 2), (4, 4), (4, 3), (0, 0), (-1, -1)]"
1079,B,m11,none,"[(0, 0), (2, 4), (2, 3), (-1, -1), (2, 1), (-1, -1)]"
1080,B,m11,none,"[(0, 0), (10, 4), (9, 3), (0, 0), (-1, -1), (7, 1)]"
1081,B,m11,none,"[(0, 0), (0, 0), (7, 4), (7, 3), (-1, -1), (7, 2)]"
1082,B,m7b5,none,"[(1, 1), (3, 4), (2, 3), (0, 0), (2, 2), (-1, -1)]"
1083,B,m7b5,none,"[(-1, -1), (3, 3), (2, 1), (3, 2), (2, 1), (-1, -1)]"
1084,B,m7b5,none,"[(-1, -1), (6, 1), (7, 4), (7, 3), (-1, -1), (7, 2)]"
1085,B,m7b5,none,"[(-1, -1), (3, 4), (2, 2), (3, 3), (2, 1), (-1, -1)]"
1086,B,m,none,"[(2, 1), (3, 2), (4, 4), (4, 3), (2, 1), (-1, -1)]"
1087,B,m,none,"[(7, 1), (7, 1), (7, 1), (9, 4), (9, 3), (7, 1)]"
1088,B,m,none,"[(10, 2), (0, 4), (11, 3), (9, 1), (-1, -1), (-1, -1)]"
1089,B,m,none,"[(2, 1), (3, 2), (4, 4), (4, 3), (-1, -1), (-1, -1)]"
1090,B,m,none,"[(-1, -1), (3, 2), (4, 4), (4, 3), (2, 1), (-1, -1)]"
1091,B,m,none,"[(10, 1), (0, 4), (11, 2), (0, 3), (-1, -1), (-1, -1)]"
1092,B,m,none,"[(2, 1), (3, 2), (4, 4), (4, 3), (2, 1), (-1, -1)]"
1093,B,m,none,"[(7, 1), (7, 1), (7, 1), (9, 4), (9, 3), (-1, -1)]"
1094,B,m,none,"[(7, 1), (7, 1), (7, 1), (9, 3), (-1, -1), (-1, -1)]"
1095,B,m,none,"[(2, 1), (3, 2), (4, 3), (-1, -1), (-1, -1), (-1, -1)]"
1096,B,m,none,"[(-1, -1), (-1, -1), (7, 3), (0, 0), (-1, -1), (7, 2)]"
1097,B,m,none,"[(-1, -1), (-1, -1), (-1, -1), (0, 0), (2, 1), (-1, -1)]"
1098,B,m,none,"[(-1, -1), (7, 1), (7, 1), (9, 3), (-1, -1), (7, 1)]"
1099,B,7b5,none,"[(-1, -1), (4, 3), (2, 1), (3, 2), (2, 1), (-1, -1)]"
1100,B,7b5,none,"[(7, 3), (6, 1), (8, 4), (7, 2), (-1, -1), (-1, -1)]"
1101,B,7b5,none,"[(11, 4), (10, 3), (10, 2), (9, 1), (-1, -1), (-1, -1)]"
1102,B,m7,none,"[(2, 4), (0, 0), (2, 3), (0, 0), (2, 2), (-1, -1)]"
1103,B,m7,none,"[(2, 1), (3, 2), (2, 1), (4, 3), (2, 1), (-1, -1)]"
1104,B,m7,none,"[(7, 1), (10, 4), (7, 1), (7, 1), (9, 3), (7, 1)]"
1105,B,m7,none,"[(-1, -1), (-1, -1), (7, 3), (7, 3), (-1, -1), (7, 2)]"
1106,B,m7,none,"[(7, 1), (7, 1), (7, 1), (7, 1), (9, 3), (7, 1)]"
1107,B,m7,none,"[(-1, -1), (7, 3), (7, 3), (7, 3), (-1, -1), (7, 2)]"
1108,B,m7,none,"[(-1, -1), (3, 4), (2, 3), (0, 0), (2, 2), (-1, -1)]"
1109,B,m7,none,"[(-1, -1), (3, 4), (2, 3), (-1, -1), (2, 2), (-1, -1)]"
1110,B,m7,none,"[(10, 2), (10, 2), (11, 3), (9, 1), (-1, -1), (-1, -1)]"
1111,B,m7,none,"[(7, 1), (7, 1), (7, 1), (7, 1), (-1, -1), (-1, -1)]"
1112,B,m7,none,"[(-1, -1), (10, 3), (11, 4), (9, 1), (-1, -1), (10, 2)]"
1113,B,m7,none,"[(2, 2), (0, 0), (2, 1), (0, 0), (-1, -1), (-1, -1)]"
1114,B,m7,none,"[(5, 4), (3, 1), (4, 3), (4, 2), (-1, -1), (-1, -1)]"
1115,B,m7,none,"[(5, 3), (-1, -1), (4, 1), (4, 1), (5, 2), (-1, -1)]"
1116,B,m7,none,"[(-1, -1), (0, 0), (7, 2), (7, 1), (9, 4), (-1, -1)]"
1117,B,m7,none,"[(-1, -1), (3, 1), (4, 3), (4, 2), (0, 0), (-1, -1)]"
1118,B,m(maj7),none,"[(-1, -1), (3, 2), (4, 4), (4, 3), (1, 1), (-1, -1)]"
1119,B,dim,none,"[(-1, -1), (3, 3), (4, 4), (3, 2), (2, 1), (-1, -1)]"
1120,B,dim,none,"[(7, 2), (6, 1), (7, 3), (9, 4), (-1, -1), (-1, -1)]"
1121,B,dim,none,"[(10, 3), (0, 4), (10, 2), (9, 1), (-1, -1), (-1, -1)]"
1122,B,dim,none,"[(1, 1), (3, 2), (4, 3), (-1, -1), (-1, -1), (-1, -1)]"
1123,B,dim,none,"[(-1, -1), (-1, -1), (10, 1), (0, 2), (2, 4), (-1, -1)]"
1124,B,6,none,"[(-1, -1), (0, 0), (1, 2), (1, 1), (2, 3), (-1, -1)]"
1125,B,6,none,"[(4, 3), (4, 3), (4, 3), (4, 3), (2, 1), (-1, -1)]"
1126,B,6,none,"[(7, 1), (9, 4), (8, 2), (9, 3), (-1, -1), (7, 1)]"
1127,B,6,none,"[(-1, -1), (-1, -1), (-1, -1), (6, 4), (2, 1), (-1, -1)]"
1128,B,6,none,"[(4, 1), (4, 1), (4, 1), (4, 1), (-1, -1), (-1, -1)]"
1129,B,7(#5),none,"[(2, 4), (0, 0), (11, 0), (1, 1), (0, 0), (-1, -1)]"
1130,B,7(#5),none,"[(2, 2), (4, 3), (2, 1), (4, 4), (2, 1), (-1, -1)]"
1131,B,7(#5),none,"[(7, 1), (7, 3), (8, 2), (7, 1), (-1, -1), (7, 1)]"
1132,B,7sus4,none,"[(0, 0), (0, 0), (2, 3), (2, 2), (2, 1), (-1, -1)]"
1133,B,7sus4,none,"[(2, 1), (5, 4), (2, 1), (4, 3), (2, 1), (-1, -1)]"
1134,B,7sus4,none,"[(7, 1), (7, 1), (9, 4), (7, 1), (9, 3), (7, 1)]"
1135,B,maj7,none,"[(2, 1), (4, 4), (3, 2), (4, 3), (2, 1), (-1, -1)]"
1136,B,maj7,none,"[(-1, -1), (7, 1), (8, 3), (8, 2), (9, 4), (7, 1)]"
1137,B,maj7,none,"[(6, 1), (7, 2), (8, 3), (9, 4), (-1, -1), (-1, -1)]"
1138,B,maj7,none,"[(-1, -1), (4, 4), (3, 2), (4, 3), (2, 1), (-1, -1)]"
1139,B,maj7,none,"[(-1, -1), (7, 2), (8, 4), (8, 3), (-1, -1), (7, 1)]"
1140,B,5,none,"[(-1, -1), (-1, -1), (-1, -1), (-1, -1), (9, 3), (7, 1)]"
1141,B,5,none,"[(-1, -1), (-1, -1), (4, 4), (4, 3), (2, 1), (-1, -1)]"
1142,B,5,none,"[(-1, -1), (-1, -1), (-1, -1), (4, 3), (2, 1), (-1, -1)]"
1143,B,5,none,"[(-1, -1), (0, 0), (4, 4), (4, 3), (2, 1), (-1, -1)]"
1144,B,5,none,"[(-1, -1), (-1, -1), (-1, -1), (9, 4), (9, 3), (7, 1)]"
1145,B,5,none,"[(-1, -1), (-1, -1), (-1, -1), (4, 3), (2, 1), (2, 1)]"
1146,B,5,none,"[(-1, -1), (0, 4), (11, 3), (9, 1), (-1, -1), (-1, -1)]"
1147,B,5,none,"[(-1, -1), (7, 4), (4, 1), (-1, -1), (-1, -1), (-1, -1)]"
